exhibit,file_number,exhibit_type,court_clause_length,file_name,period,filling_date,fiscal_year_end,address_business,irs_number,filename,sic,company_name,law_clause_length,film_number,filesize,public_document_count,accession_number,file_url,act,company_cik
8-K,333-66994,EX-10.2,0,ex10_2.htm,3/10/2009,3/13/2009,1231,"17890 CASTLETON ST., SUITE 112 CITY OF INDUSTRY CA 91748 (909) 468-2840",431932733,1145761..000121465909000572..ex10_2.htm,1220,SONGZAI INTERNATIONAL HOLDING GROUP INC,0,9681230,67423,3,0001214659-09-000572,https://www.sec.gov/Archives/edgar/data/1145761/000121465909000572/ex10_2.htm,34,1145761
8-K,000-53843,EX-10.1,288,ex10_1.htm,5/19/2010,5/25/2010,1231,"17890 CASTLETON ST., SUITE 112 CITY OF INDUSTRY CA 91748 (909) 468-2840",431932733,1145761..000121465910001525..ex10_1.htm,1220,SONGZAI INTERNATIONAL HOLDING GROUP INC,288,10857737,436141,3,0001214659-10-001525,https://www.sec.gov/Archives/edgar/data/1145761/000121465910001525/ex10_1.htm,34,1145761
8-K,000-53843,EX-10.1,351,ex10_1.htm,1/7/2011,1/12/2011,1231,"17890 CASTLETON ST., SUITE 112 CITY OF INDUSTRY CA 91748 (626) 581-8878",431932733,1145761..000121465911000144..ex10_1.htm,1220,"U.S. China Mining Group, Inc.",351,11525529,577263,5,0001214659-11-000144,https://www.sec.gov/Archives/edgar/data/1145761/000121465911000144/ex10_1.htm,34,1145761
8-K,000-53843,EX-10.2,329,ex10_2.htm,1/7/2011,1/12/2011,1231,"17890 CASTLETON ST., SUITE 112 CITY OF INDUSTRY CA 91748 (626) 581-8878",431932733,1145761..000121465911000144..ex10_2.htm,1220,"U.S. China Mining Group, Inc.",329,11525529,462926,5,0001214659-11-000144,https://www.sec.gov/Archives/edgar/data/1145761/000121465911000144/ex10_2.htm,34,1145761
8-K,000-53843,EX-10.1,0,ex10_1.htm,1/14/2011,1/18/2011,1231,"17890 CASTLETON ST., SUITE 112 CITY OF INDUSTRY CA 91748 (626) 581-8878",431932733,1145761..000121465911000169..ex10_1.htm,1220,"U.S. China Mining Group, Inc.",0,11532569,14875,2,0001214659-11-000169,https://www.sec.gov/Archives/edgar/data/1145761/000121465911000169/ex10_1.htm,34,1145761
8-K,000-53843,EX-10.1,0,ex10_1.htm,3/11/2011,3/14/2011,1231,"17890 CASTLETON ST., SUITE 112 CITY OF INDUSTRY CA 91748 (626) 581-8878",431932733,1145761..000121465911000854..ex10_1.htm,1220,"U.S. China Mining Group, Inc.",31,11685736,65429,2,0001214659-11-000854,https://www.sec.gov/Archives/edgar/data/1145761/000121465911000854/ex10_1.htm,34,1145761
8-K,000-53843,EX-10.2,0,ex10_2.htm,5/25/2011,3/29/2012,1231,"17890 CASTLETON ST., SUITE 112 CITY OF INDUSTRY CA 91748 (626) 581-8878",431932733,1145761..000121465912001370..ex10_2.htm,1220,"U.S. China Mining Group, Inc.",0,12724354,22514,6,0001214659-12-001370,https://www.sec.gov/Archives/edgar/data/1145761/000121465912001370/ex10_2.htm,34,1145761
10-K,000-50102,EX-10.01,202,j8821_ex10d01.htm,12/31/2002,3/31/2003,1231,C/O MILLBURN CORP 411 WEST PUTNAM AVENUE GREENWICH CT 06830 2036257554,,1145765..000110465903005564..j8821_ex10d01.htm,6221,GLOBAL MACRO TRUST,122,3631569,76284,7,0001104659-03-005564,https://www.sec.gov/Archives/edgar/data/1145765/000110465903005564/j8821_ex10d01.htm,34,1145765
10-K,000-50102,EX-10.02,354,j8821_ex10d02.htm,12/31/2002,3/31/2003,1231,C/O MILLBURN CORP 411 WEST PUTNAM AVENUE GREENWICH CT 06830 2036257554,,1145765..000110465903005564..j8821_ex10d02.htm,6221,GLOBAL MACRO TRUST,21,3631569,374533,7,0001104659-03-005564,https://www.sec.gov/Archives/edgar/data/1145765/000110465903005564/j8821_ex10d02.htm,34,1145765
8-K,001-36481,EX-10.1,225,d786059dex101.htm,9/3/2014,9/9/2014,1231,30 FORBES ROAD BUILDING B NORTHBOROUGH MA 01532 5086911111,43559972,1145986..000119312514335885..d786059dex101.htm,5030,ASPEN AEROGELS INC,0,141092132,325416,2,0001193125-14-335885,https://www.sec.gov/Archives/edgar/data/1145986/000119312514335885/d786059dex101.htm,34,1145986
10-Q,001-36481,EX-10.3,86,d794011dex103.htm,9/23/2014,11/7/2014,1231,30 FORBES ROAD BUILDING B NORTHBOROUGH MA 01532 5086911111,43559972,1145986..000119312514403308..d794011dex103.htm,5030,ASPEN AEROGELS INC,86,141204964,37652,11,0001193125-14-403308,https://www.sec.gov/Archives/edgar/data/1145986/000119312514403308/d794011dex103.htm,34,1145986
10-K,001-36481,EX-10.16,0,d107637dex1016.htm,12/31/2015,3/4/2016,1231,30 FORBES ROAD BUILDING B NORTHBOROUGH MA 01532 5086911111,43559972,1145986..000119312516493372..d107637dex1016.htm,5030,ASPEN AEROGELS INC,66,161485315,76005,109,0001193125-16-493372,https://www.sec.gov/Archives/edgar/data/1145986/000119312516493372/d107637dex1016.htm,34,1145986
10-K,001-36481,EX-10.17,0,d107637dex1017.htm,12/31/2015,3/4/2016,1231,30 FORBES ROAD BUILDING B NORTHBOROUGH MA 01532 5086911111,43559972,1145986..000119312516493372..d107637dex1017.htm,5030,ASPEN AEROGELS INC,66,161485315,75865,109,0001193125-16-493372,https://www.sec.gov/Archives/edgar/data/1145986/000119312516493372/d107637dex1017.htm,34,1145986
10-K,001-36481,EX-10.18,0,d107637dex1018.htm,12/31/2015,3/4/2016,1231,30 FORBES ROAD BUILDING B NORTHBOROUGH MA 01532 5086911111,43559972,1145986..000119312516493372..d107637dex1018.htm,5030,ASPEN AEROGELS INC,66,161485315,75878,109,0001193125-16-493372,https://www.sec.gov/Archives/edgar/data/1145986/000119312516493372/d107637dex1018.htm,34,1145986
10-K,001-36481,EX-10.19,0,d107637dex1019.htm,12/31/2015,3/4/2016,1231,30 FORBES ROAD BUILDING B NORTHBOROUGH MA 01532 5086911111,43559972,1145986..000119312516493372..d107637dex1019.htm,5030,ASPEN AEROGELS INC,66,161485315,75247,109,0001193125-16-493372,https://www.sec.gov/Archives/edgar/data/1145986/000119312516493372/d107637dex1019.htm,34,1145986
10-K,001-36481,EX-10.20,0,d107637dex1020.htm,12/31/2015,3/4/2016,1231,30 FORBES ROAD BUILDING B NORTHBOROUGH MA 01532 5086911111,43559972,1145986..000119312516493372..d107637dex1020.htm,5030,ASPEN AEROGELS INC,66,161485315,75881,109,0001193125-16-493372,https://www.sec.gov/Archives/edgar/data/1145986/000119312516493372/d107637dex1020.htm,34,1145986
10-K,001-36481,EX-10.21,0,d107637dex1021.htm,12/31/2015,3/4/2016,1231,30 FORBES ROAD BUILDING B NORTHBOROUGH MA 01532 5086911111,43559972,1145986..000119312516493372..d107637dex1021.htm,5030,ASPEN AEROGELS INC,66,161485315,75243,109,0001193125-16-493372,https://www.sec.gov/Archives/edgar/data/1145986/000119312516493372/d107637dex1021.htm,34,1145986
10-K,001-36481,EX-10.23,0,d107637dex1023.htm,12/31/2015,3/4/2016,1231,30 FORBES ROAD BUILDING B NORTHBOROUGH MA 01532 5086911111,43559972,1145986..000119312516493372..d107637dex1023.htm,5030,ASPEN AEROGELS INC,0,161485315,123327,109,0001193125-16-493372,https://www.sec.gov/Archives/edgar/data/1145986/000119312516493372/d107637dex1023.htm,34,1145986
10-K,001-36481,EX-10.24,0,d107637dex1024.htm,12/31/2015,3/4/2016,1231,30 FORBES ROAD BUILDING B NORTHBOROUGH MA 01532 5086911111,43559972,1145986..000119312516493372..d107637dex1024.htm,5030,ASPEN AEROGELS INC,0,161485315,126971,109,0001193125-16-493372,https://www.sec.gov/Archives/edgar/data/1145986/000119312516493372/d107637dex1024.htm,34,1145986
10-Q,001-36481,EX-10.1,0,d153663dex101.htm,3/31/2016,5/6/2016,1231,30 FORBES ROAD BUILDING B NORTHBOROUGH MA 01532 5086911111,43559972,1145986..000119312516581987..d153663dex101.htm,5030,ASPEN AEROGELS INC,21,161628030,77140,50,0001193125-16-581987,https://www.sec.gov/Archives/edgar/data/1145986/000119312516581987/d153663dex101.htm,34,1145986
10-Q,001-36481,EX-10.2,0,d153663dex102.htm,3/31/2016,5/6/2016,1231,30 FORBES ROAD BUILDING B NORTHBOROUGH MA 01532 5086911111,43559972,1145986..000119312516581987..d153663dex102.htm,5030,ASPEN AEROGELS INC,103,161628030,80807,50,0001193125-16-581987,https://www.sec.gov/Archives/edgar/data/1145986/000119312516581987/d153663dex102.htm,34,1145986
10-Q,001-36481,EX-10.3,0,d153663dex103.htm,3/31/2016,5/6/2016,1231,30 FORBES ROAD BUILDING B NORTHBOROUGH MA 01532 5086911111,43559972,1145986..000119312516581987..d153663dex103.htm,5030,ASPEN AEROGELS INC,0,161628030,49380,50,0001193125-16-581987,https://www.sec.gov/Archives/edgar/data/1145986/000119312516581987/d153663dex103.htm,34,1145986
8-K,001-16751,EX-2.1,256,sc161937.txt,4/29/2002,4/30/2002,1231,120 MONUMENT CIRCLE INDIANAPOLIS IN 46204 3174886000,352145715,1156039..000089183602000214..sc161937.txt,6324,ANTHEM INC,77,2625627,233733,4,0000891836-02-000214,https://www.sec.gov/Archives/edgar/data/1156039/000089183602000214/sc161937.txt,34,1156039
S-4,333-88776,EX-2.2,171,a2080566zex-2_2.htm,,5/21/2002,1231,120 MONUMENT CIRCLE INDIANAPOLIS IN 46204 3174886000,352145715,1156039..000091205702021498..a2080566zex-2_2.htm,6324,ANTHEM INC,171,2659190,348213,14,0000912057-02-021498,https://www.sec.gov/Archives/edgar/data/1156039/000091205702021498/a2080566zex-2_2.htm,33,1156039
10-Q,001-16751,EX-10.18(I),0,a2085863zex-10_18i.htm,6/30/2002,8/5/2002,1231,120 MONUMENT CIRCLE INDIANAPOLIS IN 46204 3174886000,352145715,1156039..000091205702029863..a2085863zex-10_18i.htm,6324,ANTHEM INC,0,2719602,7636,9,0000912057-02-029863,https://www.sec.gov/Archives/edgar/data/1156039/000091205702029863/a2085863zex-10_18i.htm,34,1156039
10-Q,001-16751,EX-10.1(I),0,a2085863zex-10_1i.htm,6/30/2002,8/5/2002,1231,120 MONUMENT CIRCLE INDIANAPOLIS IN 46204 3174886000,352145715,1156039..000091205702029863..a2085863zex-10_1i.htm,6324,ANTHEM INC,0,2719602,4536,9,0000912057-02-029863,https://www.sec.gov/Archives/edgar/data/1156039/000091205702029863/a2085863zex-10_1i.htm,34,1156039
8-K,001-16751,EX-10.1,950,d97261dex101.htm,7/23/2015,7/27/2015,1231,120 MONUMENT CIRCLE INDIANAPOLIS IN 46204 3174886000,352145715,1156039..000095012315007699..d97261dex101.htm,6324,"Anthem, Inc.",255,151005863,226421,3,0000950123-15-007699,https://www.sec.gov/Archives/edgar/data/1156039/000095012315007699/d97261dex101.htm,34,1156039
8-K,001-16751,EX-2.1,650,d97261dex21.htm,7/23/2015,7/27/2015,1231,120 MONUMENT CIRCLE INDIANAPOLIS IN 46204 3174886000,352145715,1156039..000095012315007699..d97261dex21.htm,6324,"Anthem, Inc.",141,151005863,596483,3,0000950123-15-007699,https://www.sec.gov/Archives/edgar/data/1156039/000095012315007699/d97261dex21.htm,34,1156039
10-Q,001-16751,EX-10.1(II),0,dex101ii.htm,9/30/2002,11/4/2002,1231,120 MONUMENT CIRCLE INDIANAPOLIS IN 46204 3174886000,352145715,1156039..000095013102004131..dex101ii.htm,6324,ANTHEM INC,0,2808904,5235,4,0000950131-02-004131,https://www.sec.gov/Archives/edgar/data/1156039/000095013102004131/dex101ii.htm,34,1156039
10-Q,001-16751,EX-10.2(I),0,dex102i.htm,9/30/2002,11/4/2002,1231,120 MONUMENT CIRCLE INDIANAPOLIS IN 46204 3174886000,352145715,1156039..000095013102004131..dex102i.htm,6324,ANTHEM INC,0,2808904,2408,4,0000950131-02-004131,https://www.sec.gov/Archives/edgar/data/1156039/000095013102004131/dex102i.htm,34,1156039
10-Q,001-16751,EX-10.2(II),0,dex102ii.htm,9/30/2002,11/4/2002,1231,120 MONUMENT CIRCLE INDIANAPOLIS IN 46204 3174886000,352145715,1156039..000095013102004131..dex102ii.htm,6324,ANTHEM INC,0,2808904,6171,4,0000950131-02-004131,https://www.sec.gov/Archives/edgar/data/1156039/000095013102004131/dex102ii.htm,34,1156039
10-K,001-16751,EX-10.10,0,dex1010.htm,12/31/2002,3/7/2003,1231,120 MONUMENT CIRCLE INDIANAPOLIS IN 46204 3174886000,352145715,1156039..000095013103001203..dex1010.htm,6324,ANTHEM INC,0,3596831,12941,14,0000950131-03-001203,https://www.sec.gov/Archives/edgar/data/1156039/000095013103001203/dex1010.htm,34,1156039
10-K,001-16751,EX-10.11,0,dex1011.htm,12/31/2002,3/7/2003,1231,120 MONUMENT CIRCLE INDIANAPOLIS IN 46204 3174886000,352145715,1156039..000095013103001203..dex1011.htm,6324,ANTHEM INC,0,3596831,7590,14,0000950131-03-001203,https://www.sec.gov/Archives/edgar/data/1156039/000095013103001203/dex1011.htm,34,1156039
10-K,001-16751,EX-10.12,0,dex1012.htm,12/31/2002,3/7/2003,1231,120 MONUMENT CIRCLE INDIANAPOLIS IN 46204 3174886000,352145715,1156039..000095013103001203..dex1012.htm,6324,ANTHEM INC,0,3596831,7629,14,0000950131-03-001203,https://www.sec.gov/Archives/edgar/data/1156039/000095013103001203/dex1012.htm,34,1156039
10-K,001-16751,EX-10.24,0,dex1024.htm,12/31/2002,3/7/2003,1231,120 MONUMENT CIRCLE INDIANAPOLIS IN 46204 3174886000,352145715,1156039..000095013103001203..dex1024.htm,6324,ANTHEM INC,0,3596831,7085,14,0000950131-03-001203,https://www.sec.gov/Archives/edgar/data/1156039/000095013103001203/dex1024.htm,34,1156039
10-K,001-16751,EX-10.4,0,dex104.htm,12/31/2002,3/7/2003,1231,120 MONUMENT CIRCLE INDIANAPOLIS IN 46204 3174886000,352145715,1156039..000095013103001203..dex104.htm,6324,ANTHEM INC,0,3596831,7047,14,0000950131-03-001203,https://www.sec.gov/Archives/edgar/data/1156039/000095013103001203/dex104.htm,34,1156039
10-K,001-16751,EX-10.5,0,dex105.htm,12/31/2002,3/7/2003,1231,120 MONUMENT CIRCLE INDIANAPOLIS IN 46204 3174886000,352145715,1156039..000095013103001203..dex105.htm,6324,ANTHEM INC,0,3596831,7662,14,0000950131-03-001203,https://www.sec.gov/Archives/edgar/data/1156039/000095013103001203/dex105.htm,34,1156039
10-K,001-16751,EX-10.6,0,dex106.htm,12/31/2002,3/7/2003,1231,120 MONUMENT CIRCLE INDIANAPOLIS IN 46204 3174886000,352145715,1156039..000095013103001203..dex106.htm,6324,ANTHEM INC,0,3596831,7130,14,0000950131-03-001203,https://www.sec.gov/Archives/edgar/data/1156039/000095013103001203/dex106.htm,34,1156039
10-K,001-16751,EX-10.7,0,dex107.htm,12/31/2002,3/7/2003,1231,120 MONUMENT CIRCLE INDIANAPOLIS IN 46204 3174886000,352145715,1156039..000095013103001203..dex107.htm,6324,ANTHEM INC,0,3596831,7622,14,0000950131-03-001203,https://www.sec.gov/Archives/edgar/data/1156039/000095013103001203/dex107.htm,34,1156039
10-K,001-16751,EX-10.8,0,dex108.htm,12/31/2002,3/7/2003,1231,120 MONUMENT CIRCLE INDIANAPOLIS IN 46204 3174886000,352145715,1156039..000095013103001203..dex108.htm,6324,ANTHEM INC,0,3596831,7622,14,0000950131-03-001203,https://www.sec.gov/Archives/edgar/data/1156039/000095013103001203/dex108.htm,34,1156039
10-K,001-16751,EX-10.9,0,dex109.htm,12/31/2002,3/7/2003,1231,120 MONUMENT CIRCLE INDIANAPOLIS IN 46204 3174886000,352145715,1156039..000095013103001203..dex109.htm,6324,ANTHEM INC,0,3596831,7630,14,0000950131-03-001203,https://www.sec.gov/Archives/edgar/data/1156039/000095013103001203/dex109.htm,34,1156039
10-Q,001-16751,EX-10.25(I),0,dex1025i.htm,3/31/2003,4/30/2003,1231,120 MONUMENT CIRCLE INDIANAPOLIS IN 46204 3174886000,352145715,1156039..000095013103002459..dex1025i.htm,6324,ANTHEM INC,0,3672983,15069,7,0000950131-03-002459,https://www.sec.gov/Archives/edgar/data/1156039/000095013103002459/dex1025i.htm,34,1156039
10-Q,001-16751,EX-10.25(II),0,dex1025ii.htm,3/31/2003,4/30/2003,1231,120 MONUMENT CIRCLE INDIANAPOLIS IN 46204 3174886000,352145715,1156039..000095013103002459..dex1025ii.htm,6324,ANTHEM INC,0,3672983,15705,7,0000950131-03-002459,https://www.sec.gov/Archives/edgar/data/1156039/000095013103002459/dex1025ii.htm,34,1156039
10-Q,001-16751,EX-10.4(C),0,exhibit104cthirdamendmentt.htm,9/30/2013,10/23/2013,1231,120 MONUMENT CIRCLE INDIANAPOLIS IN 46204 3174886000,352145715,1156039..000115603913000003..exhibit104cthirdamendmentt.htm,6324,"WELLPOINT, INC",0,131165462,23326,14,0001156039-13-000003,https://www.sec.gov/Archives/edgar/data/1156039/000115603913000003/exhibit104cthirdamendmentt.htm,34,1156039
10-Q,001-16751,EX-10.6,0,exhibit106wellpointdirecte.htm,9/30/2013,10/23/2013,1231,120 MONUMENT CIRCLE INDIANAPOLIS IN 46204 3174886000,352145715,1156039..000115603913000003..exhibit106wellpointdirecte.htm,6324,"WELLPOINT, INC",0,131165462,11258,14,0001156039-13-000003,https://www.sec.gov/Archives/edgar/data/1156039/000115603913000003/exhibit106wellpointdirecte.htm,34,1156039
10-Q,001-16751,EX-10.2(P),0,exhibit102p-20140331.htm,3/31/2014,4/30/2014,1231,120 MONUMENT CIRCLE INDIANAPOLIS IN 46204 3174886000,352145715,1156039..000115603914000005..exhibit102p-20140331.htm,6324,"WELLPOINT, INC",0,14797423,44467,15,0001156039-14-000005,https://www.sec.gov/Archives/edgar/data/1156039/000115603914000005/exhibit102p-20140331.htm,34,1156039
10-Q,001-16751,EX-10.2(Q),0,exhibit102q-20140331.htm,3/31/2014,4/30/2014,1231,120 MONUMENT CIRCLE INDIANAPOLIS IN 46204 3174886000,352145715,1156039..000115603914000005..exhibit102q-20140331.htm,6324,"WELLPOINT, INC",0,14797423,46001,15,0001156039-14-000005,https://www.sec.gov/Archives/edgar/data/1156039/000115603914000005/exhibit102q-20140331.htm,34,1156039
10-Q,001-16751,EX-10.2(R),0,exhibit102r-20140331.htm,3/31/2014,4/30/2014,1231,120 MONUMENT CIRCLE INDIANAPOLIS IN 46204 3174886000,352145715,1156039..000115603914000005..exhibit102r-20140331.htm,6324,"WELLPOINT, INC",0,14797423,46317,15,0001156039-14-000005,https://www.sec.gov/Archives/edgar/data/1156039/000115603914000005/exhibit102r-20140331.htm,34,1156039
10-Q,001-16751,EX-10.7,0,exhibit107-20140630x10q.htm,6/30/2014,7/30/2014,1231,120 MONUMENT CIRCLE INDIANAPOLIS IN 46204 3174886000,352145715,1156039..000115603914000011..exhibit107-20140630x10q.htm,6324,"WELLPOINT, INC",0,141001734,18713,12,0001156039-14-000011,https://www.sec.gov/Archives/edgar/data/1156039/000115603914000011/exhibit107-20140630x10q.htm,34,1156039
10-K,001-16751,EX-10.13,114,exhibit1013-20141231.htm,12/31/2014,2/24/2015,1231,120 MONUMENT CIRCLE INDIANAPOLIS IN 46204 3174886000,352145715,1156039..000115603915000003..exhibit1013-20141231.htm,6324,"Anthem, Inc.",185,15642667,1084185,19,0001156039-15-000003,https://www.sec.gov/Archives/edgar/data/1156039/000115603915000003/exhibit1013-20141231.htm,34,1156039
10-K,001-16751,EX-10.14,114,exhibit1014-20141231.htm,12/31/2014,2/24/2015,1231,120 MONUMENT CIRCLE INDIANAPOLIS IN 46204 3174886000,352145715,1156039..000115603915000003..exhibit1014-20141231.htm,6324,"Anthem, Inc.",185,15642667,1107757,19,0001156039-15-000003,https://www.sec.gov/Archives/edgar/data/1156039/000115603915000003/exhibit1014-20141231.htm,34,1156039
10-K,001-16751,EX-10.3,0,exhibit103-20141231.htm,12/31/2014,2/24/2015,1231,120 MONUMENT CIRCLE INDIANAPOLIS IN 46204 3174886000,352145715,1156039..000115603915000003..exhibit103-20141231.htm,6324,"Anthem, Inc.",46,15642667,236579,19,0001156039-15-000003,https://www.sec.gov/Archives/edgar/data/1156039/000115603915000003/exhibit103-20141231.htm,34,1156039
10-K,001-16751,EX-10.4,353,exhibit104-2014x1231.htm,12/31/2014,2/24/2015,1231,120 MONUMENT CIRCLE INDIANAPOLIS IN 46204 3174886000,352145715,1156039..000115603915000003..exhibit104-2014x1231.htm,6324,"Anthem, Inc.",69,15642667,275651,19,0001156039-15-000003,https://www.sec.gov/Archives/edgar/data/1156039/000115603915000003/exhibit104-2014x1231.htm,34,1156039
10-K,001-16751,EX-10.8,0,exhibit108-20141231.htm,12/31/2014,2/24/2015,1231,120 MONUMENT CIRCLE INDIANAPOLIS IN 46204 3174886000,352145715,1156039..000115603915000003..exhibit108-20141231.htm,6324,"Anthem, Inc.",24,15642667,140277,19,0001156039-15-000003,https://www.sec.gov/Archives/edgar/data/1156039/000115603915000003/exhibit108-20141231.htm,34,1156039
10-Q,001-16751,EX-10.2(N),0,exhibit102n-20150331.htm,3/31/2015,4/29/2015,1231,120 MONUMENT CIRCLE INDIANAPOLIS IN 46204 3174886000,352145715,1156039..000115603915000006..exhibit102n-20150331.htm,6324,"Anthem, Inc.",0,15810583,50324,14,0001156039-15-000006,https://www.sec.gov/Archives/edgar/data/1156039/000115603915000006/exhibit102n-20150331.htm,34,1156039
10-Q,001-16751,EX-10.2(O),0,exhibit102o-20150331.htm,3/31/2015,4/29/2015,1231,120 MONUMENT CIRCLE INDIANAPOLIS IN 46204 3174886000,352145715,1156039..000115603915000006..exhibit102o-20150331.htm,6324,"Anthem, Inc.",0,15810583,52636,14,0001156039-15-000006,https://www.sec.gov/Archives/edgar/data/1156039/000115603915000006/exhibit102o-20150331.htm,34,1156039
10-Q,001-16751,EX-10.2(P),0,exhibit102p-20150331.htm,3/31/2015,4/29/2015,1231,120 MONUMENT CIRCLE INDIANAPOLIS IN 46204 3174886000,352145715,1156039..000115603915000006..exhibit102p-20150331.htm,6324,"Anthem, Inc.",0,15810583,61880,14,0001156039-15-000006,https://www.sec.gov/Archives/edgar/data/1156039/000115603915000006/exhibit102p-20150331.htm,34,1156039
10-Q,001-16751,EX-10.7,0,exhibit107-20150630.htm,6/30/2015,7/29/2015,1231,120 MONUMENT CIRCLE INDIANAPOLIS IN 46204 3174886000,352145715,1156039..000115603915000011..exhibit107-20150630.htm,6324,"Anthem, Inc.",0,151011406,17622,13,0001156039-15-000011,https://www.sec.gov/Archives/edgar/data/1156039/000115603915000011/exhibit107-20150630.htm,34,1156039
10-K,001-16751,EX-10.12,114,exhibit1012-20151231.htm,12/31/2015,2/19/2016,1231,120 MONUMENT CIRCLE INDIANAPOLIS IN 46204 3174886000,352145715,1156039..000115603916000018..exhibit1012-20151231.htm,6324,"Anthem, Inc.",185,161440586,737978,154,0001156039-16-000018,https://www.sec.gov/Archives/edgar/data/1156039/000115603916000018/exhibit1012-20151231.htm,34,1156039
10-K,001-16751,EX-10.13,114,exhibit1013-20151231.htm,12/31/2015,2/19/2016,1231,120 MONUMENT CIRCLE INDIANAPOLIS IN 46204 3174886000,352145715,1156039..000115603916000018..exhibit1013-20151231.htm,6324,"Anthem, Inc.",185,161440586,779944,154,0001156039-16-000018,https://www.sec.gov/Archives/edgar/data/1156039/000115603916000018/exhibit1013-20151231.htm,34,1156039
